id,name,amount,sales_stage,probability,city,state,country,lead_source,lost_reason,closed_date,expected_closed_date,assigned_user_id,created_at,updated_at,deleted_at
862f9f8d-23db-44b0-9cd5-ef201c1bca57,Loke LLC CRM Deal,409262,Proposal,39,Pune,Maharashtra,India,LinkedIn,,,2026-05-20,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-01-29 21:59:02,2026-05-16 13:51:15.105269,
1b50f44a-c460-4685-8cd2-6568b8a0baa9,Taneja-Murty CRM Deal,85374,Closed Won,100,Chennai,Tamil Nadu,India,JustDial,,2026-04-06,2026-06-14,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-01-18 17:01:35,2026-05-16 13:51:15.105428,
07d55dec-3f07-41eb-8f8a-ccade3b4d268,"Chakrabarti, Chauhan and Kara CRM Deal",493680,Closed Won,100,Bangalore,Karnataka,India,LinkedIn,,2025-11-30,2026-06-11,560f2adc-162e-473b-8cd1-0546376e74e9,2025-11-27 14:52:15,2026-05-16 13:51:15.105592,
dc400914-1b87-4bff-81e6-67f445f1c59c,"Dhar, Divan and Grover CRM Deal",89718,Proposal,61,Bangalore,Karnataka,India,LinkedIn,,,2026-06-04,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2025-11-30 06:08:39,2026-05-16 13:51:15.105712,
69861e34-0c25-45bb-9711-7539f5225344,Talwar Ltd CRM Deal,409275,Closed Won,100,Chennai,Tamil Nadu,India,JustDial,,2026-03-26,2026-06-14,42050019-05f0-4de7-b45b-cea5eda7386f,2026-03-02 06:14:24,2026-05-16 13:51:15.105866,
ebc3fa00-42ae-4e12-ad6c-530b4258e2c9,Tara-Sangha CRM Deal,319634,Negotiation,31,Mumbai,Maharashtra,India,Website,,,2026-05-24,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-02-03 16:53:08,2026-05-16 13:51:15.105999,
4443c048-f331-4214-b6e6-dcf07fed0c2e,Nath and Sons CRM Deal,277712,Negotiation,24,Chennai,Tamil Nadu,India,JustDial,,,2026-05-23,a479e5cf-9f94-4433-ad29-445f2f57265f,2026-05-13 06:31:21,2026-05-16 13:51:15.106117,
ac9e0dfc-4d13-466d-b2a3-d63fda1b5fc9,Nadig-Sangha CRM Deal,425001,Closed Won,100,Nashik,Maharashtra,India,LinkedIn,,2025-12-28,2026-05-30,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2025-11-30 09:23:44,2026-05-16 13:51:15.106272,
06c32f65-3f7f-4535-a89b-53d97f079e53,Bahl-Shanker CRM Deal,426869,Negotiation,29,Surat,Gujarat,India,IndiaMART,,,2026-06-01,08bef480-7ca7-4624-9756-6860f8fe8ba5,2026-03-04 17:58:34,2026-05-16 13:51:15.106389,
46329a0a-de54-45bd-a067-25b731ce64bd,Chandra-Dora CRM Deal,70874,Closed Lost,71,Kochi,Kerala,India,LinkedIn,,,2026-05-29,08bef480-7ca7-4624-9756-6860f8fe8ba5,2026-01-05 04:54:04,2026-05-16 13:51:15.106507,
a0504414-e324-4008-b4e2-dfbf34479211,"Amble, Yadav and Sachdeva CRM Deal",175789,Negotiation,23,Mumbai,Maharashtra,India,Website,,,2026-05-23,e75d85fc-9d80-421a-aa90-2624363de215,2026-04-24 12:30:39,2026-05-16 13:51:15.106630,
367b8465-94d0-4a9e-b441-5dc990f3b9fe,Doshi-Kara CRM Deal,350958,Closed Won,100,Surat,Gujarat,India,IndiaMART,,2026-04-26,2026-06-06,13815ae1-d9c7-4b60-877c-5b354527caac,2026-05-16 00:30:10,2026-05-16 13:51:15.106784,
4cdc3045-5003-439e-b534-e70a25a30a92,Sur-Doctor CRM Deal,470710,Closed Won,100,Hyderabad,Telangana,India,IndiaMART,,2026-03-09,2026-05-25,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-05-03 02:37:31,2026-05-16 13:51:15.106939,
c45adc23-7b0d-40bf-917a-af8abc31b429,Kumar LLC CRM Deal,491597,Closed Won,100,Delhi,Delhi,India,JustDial,,2026-03-09,2026-06-14,6f9c7382-0bb3-450e-aef4-dc8380654217,2025-11-29 23:46:39,2026-05-16 13:51:15.107095,
0a9a1b28-bc58-409c-b7bd-de47f9c9326c,"Prashad, Subramaniam and Bath CRM Deal",409956,Proposal,80,Kochi,Kerala,India,LinkedIn,,,2026-06-14,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-02-01 07:06:44,2026-05-16 13:51:15.107218,
cd3136d2-5597-49ad-9e81-324794fffc73,"Bahl, Ravi and Brahmbhatt CRM Deal",482300,Closed Lost,20,Ahmedabad,Gujarat,India,JustDial,,,2026-05-19,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-03-10 23:53:15,2026-05-16 13:51:15.107338,
849b3d7c-0dc1-4a62-af5a-ab3f228cbf07,Bawa-Nadkarni CRM Deal,124770,Closed Won,100,Pune,Maharashtra,India,Website,,2026-02-01,2026-05-29,404d7654-52ae-4333-91d7-753b4d63789e,2026-04-11 20:19:56,2026-05-16 13:51:15.107492,
27dfb44c-3632-48b1-8cce-a38a5a7f3d2f,"Sidhu, Warrior and Dara CRM Deal",296273,Closed Won,100,Chennai,Tamil Nadu,India,LinkedIn,,2026-01-25,2026-05-23,a479e5cf-9f94-4433-ad29-445f2f57265f,2026-04-06 22:17:13,2026-05-16 13:51:15.107653,
5dc2c71a-a8f1-4828-b547-6a530bcfce3a,Menon Group CRM Deal,386082,Negotiation,30,Surat,Gujarat,India,LinkedIn,,,2026-05-26,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-05-14 01:47:06,2026-05-16 13:51:15.107773,
b7f96384-80f8-472d-b71b-f0b6fb597f7d,"Saxena, Mane and Chad CRM Deal",71645,Negotiation,62,Ahmedabad,Gujarat,India,LinkedIn,,,2026-05-24,e441befa-88af-4f32-a4b7-caa2f90837a6,2026-01-06 20:34:01,2026-05-16 13:51:15.107907,
eaa1f9e0-0200-4bf9-be5b-b17163ad50f6,Kata-Dhaliwal CRM Deal,367707,Proposal,77,Chennai,Tamil Nadu,India,Referral,,,2026-06-04,616ac0bf-be55-4a3c-aa34-f023ca00068f,2025-12-30 11:47:23,2026-05-16 13:51:15.108027,
940523f0-4203-45fb-80a2-4194422d1758,Brar Group CRM Deal,441378,Proposal,77,Chennai,Tamil Nadu,India,JustDial,,,2026-06-11,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-04-03 22:21:04,2026-05-16 13:51:15.108143,
cc9facda-d1f4-4687-b6ad-42aaf7081a01,Narayan Group CRM Deal,445336,Negotiation,43,Hyderabad,Telangana,India,JustDial,,,2026-06-09,e75d85fc-9d80-421a-aa90-2624363de215,2025-12-06 18:55:14,2026-05-16 13:51:15.108258,
06ea08d1-6b91-45fd-9818-7bfbaff071a6,Bhattacharyya-Dua CRM Deal,202969,Closed Won,100,Hyderabad,Telangana,India,JustDial,,2025-12-30,2026-05-29,f9140f89-9c0b-4ce1-8467-c50ef091fb7a,2026-01-28 15:10:22,2026-05-16 13:51:15.108414,
71bc6582-03d7-409e-882a-1a140153d300,"Singhal, Suri and Modi CRM Deal",214447,Negotiation,66,Bangalore,Karnataka,India,Website,,,2026-05-19,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-02-14 03:30:38,2026-05-16 13:51:15.108535,
60ca85ab-27c4-4fe3-b32a-58dd4b3f4ea7,"Parsa, Bail and Mangal CRM Deal",465315,Closed Won,100,Pune,Maharashtra,India,IndiaMART,,2025-11-30,2026-06-04,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-03-08 14:04:49,2026-05-16 13:51:15.108697,
b7eba80e-8097-4ccf-bc21-08cbb61d02ba,"Puri, Cheema and Dixit CRM Deal",72616,Closed Lost,52,Surat,Gujarat,India,Website,,,2026-05-16,0ef691cb-a3b6-4c00-93f4-b28b0fe40706,2026-01-05 11:31:55,2026-05-16 13:51:15.108819,
d69b2300-3976-4c24-94da-e81c4e000f31,Jani and Sons CRM Deal,30353,Closed Won,100,Hyderabad,Telangana,India,Referral,,2025-12-21,2026-06-06,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-02-19 13:42:56,2026-05-16 13:51:15.108973,
57c17789-3b04-4e50-be54-5156621a6805,Hayre Ltd CRM Deal,127541,Proposal,67,Ahmedabad,Gujarat,India,Website,,,2026-05-21,13815ae1-d9c7-4b60-877c-5b354527caac,2026-04-10 23:52:24,2026-05-16 13:51:15.109089,
99dc0bee-57e6-4bae-b419-fb3a06aa1e96,"Saha, Gandhi and Prakash CRM Deal",132345,Closed Won,100,Delhi,Delhi,India,IndiaMART,,2025-12-10,2026-06-05,566164f0-b746-41f4-b85a-4806de2c294b,2026-02-15 14:24:25,2026-05-16 13:51:15.109247,
49a5fbf6-6853-42a9-af58-130296377a74,Bhagat PLC CRM Deal,215228,Closed Won,100,Pune,Maharashtra,India,JustDial,,2025-12-17,2026-05-26,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-03-27 09:07:22,2026-05-16 13:51:15.109405,
80822e02-67fc-4e6a-bfbd-ce248a7cfdea,Warrior LLC CRM Deal,484429,Closed Won,100,Mumbai,Maharashtra,India,LinkedIn,,2026-05-05,2026-06-05,a479e5cf-9f94-4433-ad29-445f2f57265f,2026-03-05 09:03:57,2026-05-16 13:51:15.109560,
13736fd6-3800-44a6-873d-6a51eb984aa8,Dhillon-Singhal CRM Deal,332966,Proposal,74,Chennai,Tamil Nadu,India,IndiaMART,,,2026-05-17,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2025-12-19 21:01:50,2026-05-16 13:51:15.109677,
a28dea5c-d61e-459c-a8f9-6d5be1117624,"Prabhakar, Sharma and Mishra CRM Deal",448803,Proposal,44,Nashik,Maharashtra,India,IndiaMART,,,2026-06-03,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-04-13 12:38:06,2026-05-16 13:51:15.109798,
5f266e7d-6263-4816-8c69-5c789ef96f13,Goel-Nagi CRM Deal,459605,Negotiation,71,Ahmedabad,Gujarat,India,IndiaMART,,,2026-06-03,13815ae1-d9c7-4b60-877c-5b354527caac,2026-02-20 12:28:36,2026-05-16 13:51:15.109928,
1a214b39-38de-444b-ad08-05c6dae30abb,Sampath-Sharma CRM Deal,335507,Negotiation,47,Kochi,Kerala,India,JustDial,,,2026-05-22,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-02-03 17:16:29,2026-05-16 13:51:15.110045,
6d7b7014-ade4-4109-8fde-d66231e41dcc,"Bava, Chakraborty and Borra CRM Deal",432554,Closed Lost,46,Ahmedabad,Gujarat,India,LinkedIn,,,2026-06-11,8daeff47-fa6c-4ca6-a276-681e87f1e034,2026-04-13 02:47:22,2026-05-16 13:51:15.110165,
4c2e2ae8-354c-4129-abed-ebffa2c8dc38,Nair-Yogi CRM Deal,36002,Proposal,73,Hyderabad,Telangana,India,LinkedIn,,,2026-06-10,e441befa-88af-4f32-a4b7-caa2f90837a6,2026-04-25 09:02:52,2026-05-16 13:51:15.110279,
78eec522-6071-4bb9-b57a-e3ff396f4406,Khare-Khalsa CRM Deal,99422,Closed Won,100,Delhi,Delhi,India,IndiaMART,,2026-03-16,2026-05-30,e75d85fc-9d80-421a-aa90-2624363de215,2025-12-14 03:31:47,2026-05-16 13:51:15.110436,
eee5077a-a842-49bb-81b7-506ea847ca4c,Dhillon-Bhavsar CRM Deal,477011,Closed Won,100,Nashik,Maharashtra,India,Website,,2026-03-30,2026-06-02,566164f0-b746-41f4-b85a-4806de2c294b,2026-01-04 15:20:49,2026-05-16 13:51:15.110590,
21a55753-dae3-43a1-a34a-dfa8dcf8c6f8,"Choudhary, Pillai and Maharaj CRM Deal",100154,Proposal,40,Mumbai,Maharashtra,India,Website,,,2026-06-03,e43d49a0-a034-48f7-8094-69c8ec022f41,2026-01-03 06:27:55,2026-05-16 13:51:15.110710,
4350d57e-a27c-4ce4-9e45-1a5d739b15b4,Sane Ltd CRM Deal,111748,Proposal,53,Delhi,Delhi,India,IndiaMART,,,2026-06-08,42050019-05f0-4de7-b45b-cea5eda7386f,2025-12-20 00:36:22,2026-05-16 13:51:15.110827,
b7054168-29bb-4fc4-b71f-11aad8cbc978,Dara Group CRM Deal,176600,Closed Lost,78,Ahmedabad,Gujarat,India,LinkedIn,,,2026-06-11,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-02-28 21:16:01,2026-05-16 13:51:15.110942,
37e36f2b-a22b-485f-afc6-6662c7a7af17,Ganesan-Agarwal CRM Deal,312872,Closed Won,100,Kochi,Kerala,India,JustDial,,2026-04-15,2026-06-07,a479e5cf-9f94-4433-ad29-445f2f57265f,2025-12-22 10:27:00,2026-05-16 13:51:15.111098,
b81e69bb-b9df-4aef-b196-73d57d1e784e,Pau and Sons CRM Deal,372961,Negotiation,62,Chennai,Tamil Nadu,India,Referral,,,2026-05-22,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-03-22 20:52:13,2026-05-16 13:51:15.111215,
ad4a6446-f9df-46bf-ad06-b52a6eff8d8b,"Dar, Joshi and Sibal CRM Deal",401937,Proposal,27,Hyderabad,Telangana,India,Website,,,2026-06-08,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-01-16 12:56:11,2026-05-16 13:51:15.111338,
20d16267-e4dc-4a14-8672-262eab4ca3b1,"Thakkar, Goyal and Korpal CRM Deal",339293,Negotiation,45,Hyderabad,Telangana,India,LinkedIn,,,2026-05-19,a479e5cf-9f94-4433-ad29-445f2f57265f,2026-01-16 05:22:42,2026-05-16 13:51:15.111460,
6ef37d59-b46a-47f8-a1a6-3245df007a03,Raghavan-Sarin CRM Deal,168941,Negotiation,74,Ahmedabad,Gujarat,India,JustDial,,,2026-06-12,566164f0-b746-41f4-b85a-4806de2c294b,2025-12-01 18:59:17,2026-05-16 13:51:15.111575,
08cdfa0d-2d0a-475c-8c36-6ab94d031f70,Balay PLC CRM Deal,465590,Closed Won,100,Hyderabad,Telangana,India,JustDial,,2026-01-15,2026-05-29,e75d85fc-9d80-421a-aa90-2624363de215,2025-12-15 06:51:39,2026-05-16 13:51:15.111732,
273263ef-cd7a-4590-8637-ebd4845a1016,Mand Inc CRM Deal,217588,Negotiation,24,Nashik,Maharashtra,India,LinkedIn,,,2026-05-30,0ef691cb-a3b6-4c00-93f4-b28b0fe40706,2026-05-06 06:42:28,2026-05-16 13:51:15.112034,
bc800491-3704-4d7a-94fa-97470be8547f,"Iyengar, Vala and Sankar CRM Deal",474814,Negotiation,22,Chennai,Tamil Nadu,India,JustDial,,,2026-05-27,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2025-12-03 22:14:18,2026-05-16 13:51:15.112187,
98fd41bb-c962-4b08-8e75-2b432722ec4c,Saran-Gupta CRM Deal,76197,Proposal,58,Kochi,Kerala,India,LinkedIn,,,2026-06-04,85cb5067-c9a3-4ea0-b695-f80c7e19abf2,2025-12-09 03:02:23,2026-05-16 13:51:15.112324,
0f65179f-2de4-4de4-940e-793fb87077eb,"Rattan, Jhaveri and Deo CRM Deal",50543,Closed Won,100,Ahmedabad,Gujarat,India,Referral,,2026-05-05,2026-05-22,5adbfff5-e09e-439c-ac07-42c4619ce4f5,2026-04-12 18:59:32,2026-05-16 13:51:15.112509,
e64faa32-ef72-44ac-b7eb-2ed0648cac3a,Zacharia and Sons CRM Deal,67329,Closed Won,100,Nashik,Maharashtra,India,JustDial,,2025-12-23,2026-06-02,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-01-11 06:14:41,2026-05-16 13:51:15.112699,
3b871273-7ad8-4dbb-8d6e-ffb64fc7d9ae,Das Group CRM Deal,347337,Negotiation,35,Nashik,Maharashtra,India,IndiaMART,,,2026-06-01,42050019-05f0-4de7-b45b-cea5eda7386f,2025-11-20 09:37:21,2026-05-16 13:51:15.112847,
114867f6-96ac-4fb9-96f6-48721694ccb2,Deep LLC CRM Deal,38670,Closed Won,100,Kochi,Kerala,India,Website,,2025-12-09,2026-06-14,616ac0bf-be55-4a3c-aa34-f023ca00068f,2026-03-28 09:03:40,2026-05-16 13:51:15.112996,
5b0e7bd2-454b-4dcd-b322-292eb4ae60bf,Tata-Sunder CRM Deal,312320,Proposal,78,Pune,Maharashtra,India,IndiaMART,,,2026-05-27,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-04-13 09:42:30,2026-05-16 13:51:15.113106,
72f9b080-9a72-4db9-815f-808d136f68cc,Buch Inc CRM Deal,191580,Proposal,27,Surat,Gujarat,India,IndiaMART,,,2026-05-30,85cb5067-c9a3-4ea0-b695-f80c7e19abf2,2026-04-15 11:41:54,2026-05-16 13:51:15.113218,
aa9f6048-e6f6-45cd-9b49-cad8a86fa16e,"Lata, Sheth and Krishnan CRM Deal",162910,Proposal,22,Hyderabad,Telangana,India,JustDial,,,2026-05-24,6f9c7382-0bb3-450e-aef4-dc8380654217,2026-02-09 09:54:10,2026-05-16 13:51:15.113333,
8ec66753-7556-4817-bb4b-48eeff141bcf,"Chawla, Jayaraman and Pandey CRM Deal",479418,Negotiation,60,Bangalore,Karnataka,India,IndiaMART,,,2026-06-08,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-04-02 14:28:56,2026-05-16 13:51:15.113449,
ba05611d-f1e7-4db6-94d8-6e54a28334ec,Kumer-Lalla CRM Deal,494291,Negotiation,74,Bangalore,Karnataka,India,Website,,,2026-05-31,e43d49a0-a034-48f7-8094-69c8ec022f41,2025-12-23 06:05:47,2026-05-16 13:51:15.113558,
15129f11-9211-47de-9fed-abd4a697214a,Bora Ltd CRM Deal,444028,Closed Won,100,Delhi,Delhi,India,IndiaMART,,2026-04-12,2026-06-04,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2025-11-20 23:31:03,2026-05-16 13:51:15.113706,
3dc0fb1b-4de3-422c-8f03-0453abe920b4,Sachdev-More CRM Deal,414797,Closed Won,100,Hyderabad,Telangana,India,LinkedIn,,2026-01-30,2026-05-22,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-04-27 15:16:46,2026-05-16 13:51:15.113856,
1685f6ad-755c-4727-aef9-e5d622a07dae,Hora-Chandra CRM Deal,97589,Closed Won,100,Pune,Maharashtra,India,Website,,2026-02-17,2026-06-03,0ef691cb-a3b6-4c00-93f4-b28b0fe40706,2025-11-23 00:29:24,2026-05-16 13:51:15.114022,
bb0ca0a4-530b-4775-b9fa-1ddc24be2e9f,"Modi, Upadhyay and Parikh CRM Deal",117087,Negotiation,76,Kochi,Kerala,India,JustDial,,,2026-06-01,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-01-12 21:07:38,2026-05-16 13:51:15.114140,
d399c46a-cdfa-49a9-a72c-dcb014c0d7a9,Sura-Patla CRM Deal,474940,Closed Won,100,Mumbai,Maharashtra,India,JustDial,,2025-12-27,2026-05-22,08bef480-7ca7-4624-9756-6860f8fe8ba5,2026-01-03 00:59:15,2026-05-16 13:51:15.114290,
cb8785b3-02c3-4d55-b09f-0cb0854a292b,"Lanka, Subramanian and Bala CRM Deal",90877,Closed Won,100,Mumbai,Maharashtra,India,IndiaMART,,2025-12-09,2026-05-31,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-02-03 21:34:43,2026-05-16 13:51:15.114447,
90a333b5-dd29-4e6f-ba71-86a860e3fe12,Venkatesh-Seth CRM Deal,454809,Closed Lost,63,Nashik,Maharashtra,India,IndiaMART,,,2026-06-07,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2025-11-29 09:37:34,2026-05-16 13:51:15.114560,
02985673-34e5-41ed-81a5-74a0ab2d8203,Apte PLC CRM Deal,272937,Proposal,67,Delhi,Delhi,India,Website,,,2026-06-14,42050019-05f0-4de7-b45b-cea5eda7386f,2026-01-31 14:06:48,2026-05-16 13:51:15.114671,
ea367595-1278-4451-b1a6-5efa998e112b,Kari Ltd CRM Deal,479132,Closed Won,100,Mumbai,Maharashtra,India,IndiaMART,,2025-12-30,2026-05-18,f9140f89-9c0b-4ce1-8467-c50ef091fb7a,2025-12-20 17:11:30,2026-05-16 13:51:15.114819,
fbf8a2d4-7bd8-4440-900c-a6ad31778dac,Chhabra Inc CRM Deal,204683,Closed Won,100,Surat,Gujarat,India,Referral,,2025-12-02,2026-05-20,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2025-12-03 06:40:22,2026-05-16 13:51:15.114966,
56ef1c1b-de61-4e7b-8826-be77c413273e,Shere PLC CRM Deal,210784,Proposal,76,Chennai,Tamil Nadu,India,Referral,,,2026-06-07,0ef691cb-a3b6-4c00-93f4-b28b0fe40706,2026-01-11 15:29:28,2026-05-16 13:51:15.115077,
567d322d-e288-4eb5-8221-3006f9ac307c,Chana-Goda CRM Deal,88790,Negotiation,23,Ahmedabad,Gujarat,India,LinkedIn,,,2026-06-09,e43d49a0-a034-48f7-8094-69c8ec022f41,2025-12-01 02:45:36,2026-05-16 13:51:15.115187,
63434f51-7dc0-49be-9b07-27c80533c4de,Mitra Inc CRM Deal,169125,Proposal,80,Pune,Maharashtra,India,LinkedIn,,,2026-06-07,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-02-01 14:08:41,2026-05-16 13:51:15.115299,
31a46e22-44ec-498a-976d-b9cc117c592b,Batta and Sons CRM Deal,147594,Negotiation,51,Hyderabad,Telangana,India,Referral,,,2026-05-21,a5499ef3-1ed0-4e7d-b2d8-5e51f825a648,2026-01-19 07:52:19,2026-05-16 13:51:15.115412,
049616f3-4a01-46a2-8a57-54f39ea37bb8,Wali and Sons CRM Deal,341933,Closed Won,100,Delhi,Delhi,India,JustDial,,2026-03-02,2026-06-10,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2025-12-28 23:20:49,2026-05-16 13:51:15.115564,
088d6804-3ce4-47f4-94d5-c49c6a60e875,"Bumb, Mandal and Dara CRM Deal",241136,Closed Won,100,Chennai,Tamil Nadu,India,LinkedIn,,2026-04-01,2026-06-03,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-02-13 14:32:54,2026-05-16 13:51:15.115717,
27910b5c-4590-4ccf-bde5-94f45e8f23a7,Lalla-Wagle CRM Deal,435867,Closed Won,100,Mumbai,Maharashtra,India,Website,,2026-03-02,2026-05-20,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-01-17 00:59:27,2026-05-16 13:51:15.115864,
4d42ddb7-8ae0-41cb-936c-aeb7c938b994,"Narasimhan, Bora and Sagar CRM Deal",319828,Closed Won,100,Bangalore,Karnataka,India,JustDial,,2026-05-03,2026-06-14,95287636-f2f6-4a35-8af3-a9fe68a5d1c0,2026-03-04 01:16:52,2026-05-16 13:51:15.116033,
f4773bba-2e1b-4bbd-8655-29b2caf74f82,Subramaniam-Maharaj CRM Deal,111827,Closed Won,100,Surat,Gujarat,India,IndiaMART,,2026-04-06,2026-05-16,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-05-10 04:28:12,2026-05-16 13:51:15.116180,
cf6e3717-ee0e-456f-a468-b090601b8246,Jani-Krishnan CRM Deal,108401,Negotiation,38,Hyderabad,Telangana,India,IndiaMART,,,2026-05-17,404d7654-52ae-4333-91d7-753b4d63789e,2025-12-27 00:46:08,2026-05-16 13:51:15.116292,
f51db649-60c8-47d9-b9d6-957b22c07675,"Karpe, Parikh and Kaul CRM Deal",76471,Proposal,24,Chennai,Tamil Nadu,India,IndiaMART,,,2026-06-10,85cb5067-c9a3-4ea0-b695-f80c7e19abf2,2026-01-24 00:24:00,2026-05-16 13:51:15.116410,
1975f77f-2f92-43ae-9231-0e3cd98d4bfb,"Chada, Boase and Rajagopal CRM Deal",140763,Negotiation,71,Bangalore,Karnataka,India,JustDial,,,2026-06-11,7a1b7ad6-e2d2-4e32-9902-ba4caebc581d,2026-05-08 16:57:54,2026-05-16 13:51:15.116526,
f0e16e94-79c1-4b6f-8dd4-c7a29dae03e5,Loyal-Natt CRM Deal,241249,Proposal,54,Chennai,Tamil Nadu,India,Website,,,2026-06-07,616ac0bf-be55-4a3c-aa34-f023ca00068f,2026-02-12 21:05:28,2026-05-16 13:51:15.116636,
c1c2dd89-f6bd-48c0-9273-82ad1bcda765,"Deep, Taneja and Nayak CRM Deal",270590,Proposal,31,Surat,Gujarat,India,IndiaMART,,,2026-05-23,616ac0bf-be55-4a3c-aa34-f023ca00068f,2026-01-17 11:30:25,2026-05-16 13:51:15.116752,
b6dc3fde-039e-43ab-9d87-854fa99f4d5d,"Soni, Raghavan and Sachdev CRM Deal",62400,Closed Won,100,Nashik,Maharashtra,India,LinkedIn,,2026-03-04,2026-05-21,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2025-12-27 13:16:08,2026-05-16 13:51:15.116980,
67ac316c-5519-4c3d-bdba-49e2c83ae612,Sibal PLC CRM Deal,262673,Proposal,75,Surat,Gujarat,India,Website,,,2026-05-31,566164f0-b746-41f4-b85a-4806de2c294b,2026-02-17 19:04:56,2026-05-16 13:51:15.117121,
268da981-b30c-411a-b590-e96512b16307,Shetty-Bawa CRM Deal,161260,Negotiation,77,Hyderabad,Telangana,India,IndiaMART,,,2026-05-26,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2025-12-11 19:23:28,2026-05-16 13:51:15.117250,
a1ebaf1a-95f4-4004-9891-00d4b55cd04b,Rama Ltd CRM Deal,434899,Proposal,59,Bangalore,Karnataka,India,JustDial,,,2026-05-20,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2026-03-03 04:21:46,2026-05-16 13:51:15.117361,
39162bc6-9cb3-4ace-aaa9-bcea59e10213,Som Ltd CRM Deal,337032,Closed Lost,46,Pune,Maharashtra,India,Website,,,2026-05-16,0ef691cb-a3b6-4c00-93f4-b28b0fe40706,2026-03-18 19:12:30,2026-05-16 13:51:15.117476,
283607c4-11ef-40b6-8d0a-a102a964720e,Konda-Pradhan CRM Deal,331828,Closed Won,100,Mumbai,Maharashtra,India,Website,,2026-03-03,2026-06-14,404d7654-52ae-4333-91d7-753b4d63789e,2025-11-19 13:39:00,2026-05-16 13:51:15.117627,
87248d02-1074-475b-8ec7-9029d31e5ad7,Prabhakar-Sarna CRM Deal,278441,Negotiation,43,Surat,Gujarat,India,JustDial,,,2026-05-30,e43d49a0-a034-48f7-8094-69c8ec022f41,2026-01-12 19:29:05,2026-05-16 13:51:15.117738,
e5dabb38-4988-4d5e-8b9c-3a03de373f46,Wason-Bora CRM Deal,455137,Negotiation,24,Hyderabad,Telangana,India,IndiaMART,,,2026-05-23,f8ad7ff5-bd31-4f9e-934f-a32327b5c155,2026-05-02 03:16:14,2026-05-16 13:51:15.117850,
d9805f62-e7e5-476c-bb25-c67774a1d923,Nadig-Savant CRM Deal,49169,Closed Won,100,Delhi,Delhi,India,Referral,,2025-12-02,2026-05-22,fca4d392-94e8-47e1-bdb4-3dca1cb88b3a,2026-01-02 17:57:22,2026-05-16 13:51:15.118016,
035d8ed4-5927-4807-89ce-c0928221cc47,"Dhillon, Chahal and Mahal CRM Deal",254186,Closed Lost,25,Kochi,Kerala,India,Website,,,2026-06-02,3c2514fb-429d-444a-bc6c-7c4a2ce757be,2026-04-29 13:56:21,2026-05-16 13:51:15.118161,
0897f9b9-2cd5-4199-a3bb-d6db9d3102ab,Rana LLC CRM Deal,206028,Proposal,77,Delhi,Delhi,India,JustDial,,,2026-06-11,b6493aae-776e-4baa-a4f2-3d0a8ebbd3a3,2026-05-16 09:43:10,2026-05-16 13:51:15.118295,
ce752e97-b8b8-45b2-9023-8f74e8bef567,Jaggi Inc CRM Deal,51884,Closed Won,100,Mumbai,Maharashtra,India,Website,,2026-01-16,2026-05-19,0c6634a5-fb54-4e6c-91ef-7ec0e2cc3378,2025-11-21 05:34:45,2026-05-16 13:51:15.118443,
